title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
Connie Gomper &amp; the Pack,tt0377683,1996,F,USA,0,N/A,N/A,N/A,0,0,M,8.6
Pusher,tt0117407,1996,F,Denmark,0,N/A,NOT RATED,Crime,0,1,M,7.4
Down Periscope,tt0116130,1996,F,USA,0,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,3,M,6.1
I Shot Andy Warhol,tt0116594,1996,P,UK,3,Hallmark Entertainment,R,Biography,1,2,F,6.6
Foxfire,tt0116353,1996,P,USA,0,Rysher Entertainment,R,Drama,2,0,M,6.2
Broken Arrow,tt0115759,1996,F,USA,0,Twentieth Century Fox Home Entertainment,R,Action,0,1,M,6.0
"Craft, The",tt0115963,1996,P,USA,0,Sony Pictures Home Entertainment,R,Drama,0,3,M,6.3
"Crucible, The",tt0115988,1996,P,USA,2,Fox,PG-13,Drama,0,2,M,6.8
Entertaining Angels: The Dorothy Day Story,tt0116212,1996,P,USA,3,Paulist Productions,PG-13,Biography,0,1,M,6.3
Event Horizon,tt0119081,1997,P,UK,0,Paramount Home Video,R,Horror,0,1,M,6.7
"Devil&#39;s Advocate, The",tt0118971,1997,P,USA,0,Warner Home Video,R,Drama,0,3,F,7.5
"Winter Guest, The",tt0120521,1997,P,UK,3,Fine Line Features,R,Drama,0,1,M,7.1
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,tt0119918,1997,F,USA,0,Buena Vista Worldwide Home Entertainment,G,Animation,0,1,M,7.1
Good Will Hunting,tt0119217,1997,F,USA,0,Miramax Films,R,Drama,0,1,M,8.3
"Lost World: Jurassic Park, The",tt0119567,1997,P,USA,0,Universal Pictures,PG-13,Action,0,2,M,6.5
Chun gwong cha sit (Happy Together),tt0118845,1997,F,Hong Kong,0,Kino on Video,N/A,Drama,0,0,M,7.8
Dantes Peak,tt0118928,1997,P,USA,0,Universal Pictures,PG-13,Action,1,0,M,5.9
"House of Yes, The",tt0119324,1997,P,USA,3,Miramax,R,Comedy,1,1,M,6.7
Grosse Pointe Blank,tt0119229,1997,P,USA,0,Buena Vista Internationa,R,Action,0,2,M,7.4
Turbo: A Power Rangers Movie,tt0120389,1997,P,USA,0,Fox,PG,Action,0,0,M,3.5
Lost in Space,tt0120738,1998,P,USA,0,New Line Home Entertainment,PG-13,Action,0,0,M,5.1
Dancing at Lughnasa,tt0120643,1998,P,Ireland,0,Sony Pictures Classics,PG,Drama,0,3,M,6.3
Safe Men,tt0120813,1998,F,USA,0,Universal Pictures,R,Comedy,0,1,M,6.0
Scooby-Doo on Zombie Island,tt0166792,1998,P,USA,0,WARNER BROTHERS PICTURES,TV-G,Animation,0,5,M,7.8
Antz,tt0120587,1998,P,USA,0,Dreamworks,PG,Animation,0,3,M,6.6
Smoke Signals,tt0120321,1998,P,Canada,0,Miramax Films,PG-13,Comedy,0,0,M,7.2
"X Files, The",tt0120902,1998,P,USA,0,Twentieth Century Fox Home Entertainment,PG-13,Drama,0,3,M,7.0
Practical Magic,tt0120791,1998,P,USA,0,Warner Bros. Pictures,PG-13,Comedy,1,1,M,6.2
Vampires (John Carpenter&#39;s),tt0120877,1998,F,USA,0,Columbia Pictures,R,Action,0,1,M,6.1
Following,tt0154506,1998,F,UK,0,IFC,R,Crime,0,1,M,7.6
Saving Private Ryan,tt0120815,1998,F,USA,0,Paramount Pictures,R,Drama,0,1,M,8.6
Happiness,tt0147612,1998,P,USA,0,Trimark Pictures,UNRATED,Comedy,0,1,M,7.8
Star Trek: Insurrection,tt0120844,1998,P,USA,0,Paramount Pictures,PG,Action,0,2,M,6.4
Star Wars: Episode I - The Phantom Menace,tt0120915,1999,P,USA,0,20th Century Fox,PG,Action,0,1,M,6.5
Dogma,tt0120655,1999,P,USA,0,Lions Gate,R,Adventure,0,1,M,7.3
"Talented Mr. Ripley, The",tt0134119,1999,P,USA,0,Paramount Pictures,R,Crime,1,1,M,7.4
Jawbreaker,tt0155776,1999,P,USA,0,Columbia TriStar,R,Comedy,0,1,M,5.5
"Sixth Sense, The",tt0167404,1999,P,USA,0,Hollywood/Buena Vista,PG-13,Drama,0,0,M,8.1
"Boondock Saints, The",tt0144117,1999,F,USA,0,Indican,R,Action,0,1,M,7.8
"Iron Giant, The",tt0129167,1999,F,USA,0,Warner Bros. Pictures,PG,Animation,0,2,M,8.0
Bicentennial Man,tt0182789,1999,P,USA,0,Buena Vista Pictures,PG,Comedy,0,4,M,6.9
Wives and Daughters,tt0215364,1999,P,UK,3,,TV-PG,Drama,0,0,M,8.2
Election,tt0126886,1999,P,USA,0,Paramount Pictures,R,Comedy,0,1,M,7.3
"Big Kahuna, The",tt0189584,1999,F,USA,0,Lions Gate Films,R,Drama,0,2,M,6.6
Anywhere But Here,tt0149691,1999,P,USA,2,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,1,M,6.2
Snatch.,tt0208092,2000,F,UK,0,Columbia Pictures,R,Comedy,0,0,M,8.3
Gladiator,tt0172495,2000,F,USA,0,Dreamworks Distribution LLC,R,Action,0,4,M,8.5
Batman Beyond: Return of the Joker,tt0233298,2000,P,USA,0,Warner Home Video,PG-13,Animation,0,3,M,7.8
Sakuya: yokaiden,tt0282936,2000,P,Japan,1,N/A,N/A,Family,0,0,M,5.3
Pay it Foward,tt0223897,2000,P,USA,0,Warner Bros. Pictures,PG-13,Drama,2,0,M,7.2
Red Planet,tt0199753,2000,F,USA,0,Warner Bros.,PG-13,Action,0,1,M,5.7
Romeo Must Die,tt0165929,2000,F,USA,1,Warner Home Video,R,Action,0,3,M,6.1
"Tigger Movie, The",tt0220099,2000,F,USA,0,Buena Vista,G,Animation,0,1,M,6.3
Dinosaur,tt0130623,2000,P,USA,0,Buena Vista,PG,Animation,2,8,M,6.5
"Man Who Cried, The",tt0206917,2000,P,UK,1,Universal Focus,R,Drama,0,0,M,6.2
"Road to El Dorado, The",tt0138749,2000,F,USA,0,Dreamworks,PG,Animation,0,1,M,6.9
"Whole Nine Yards, The",tt0190138,2000,P,USA,1,Warner Home Video,R,Comedy,0,1,M,6.7
Mission: Impossible II,tt0120755,2000,F,USA,0,Vanguard,PG-13,Action,0,3,M,6.1
"One, The",tt0267804,2001,F,USA,0,Columbia Pictures,PG-13,Action,0,1,M,5.9
Black Hawk Down,tt0265086,2001,F,USA,0,Sony Pictures,R,Drama,0,1,M,7.7
Impostor,tt0160399,2001,F,USA,0,Dimension Films,R,Drama,1,3,M,6.2
"51st State, The",tt0227984,2001,F,UK,0,Screen Gems,R,Action,0,0,M,6.3
Y tu mama tambien,tt0245574,2001,F,Mexico,1,IFC Films,R,Adventure,0,2,M,7.7
Spirited Away,tt0245429,2001,P,Japan,2,Walt Disney Pictures,PG,Animation,0,0,M,8.6
"Score, The",tt0227445,2001,F,USA,0,Paramount Pictures,R,Crime,0,2,M,6.8
Shaolin Soccer,tt0286112,2001,F,Hong Kong,0,Miramax Films,PG,Action,0,2,M,7.3
Serendipity,tt0240890,2001,P,USA,0,Miramax Films,PG-13,Comedy,0,1,M,6.9
Me Without You,tt0263725,2001,P,UK,0,Independent Distribution Partn,R,Drama,1,0,F,7.0
From Hell,tt0120681,2001,P,USA,0,20th Century Fox,R,Horror,0,4,M,6.8
Kairo,tt0286751,2001,P,Japan,0,Magnolia Pictures,R,Horror,0,0,M,6.6
Behind Enemy Lines,tt0159273,2001,F,USA,0,20th Century Fox,PG-13,Action,0,2,M,6.4
"Legend of Suriyothai, The",tt0290879,2001,P,Thailand,0,Sony Pictures Classics,R,Action,0,0,M,6.6
Bridget Jones&#39;s Diary,tt0243155,2001,P,UK,3,Miramax Films,R,Comedy,2,2,F,6.7
Samsara,tt0196069,2001,F,India,1,Miramax Films,R,Adventure,0,0,M,7.8
Along Came A Spider,tt0164334,2001,P,USA,1,Paramount Pictures,R,Drama,0,2,M,6.3
Below,tt0276816,2002,F,USA,0,Dimension Films,R,Horror,0,3,M,6.2
Real Women Have Curves,tt0296166,2002,P,USA,2,HBO Films,PG-13,Comedy,0,1,F,7.0
Ten,tt0301978,2002,P,Iran,2,Zeitgeist Films,NOT RATED,Drama,0,0,M,7.5
Gerry,tt0302674,2002,F,USA,0,FilmFour,R,Adventure,1,1,M,6.2
"Transporter, The",tt0293662,2002,F,France,0,Fox,PG-13,Action,0,1,M,6.8
"Good Girl, The",tt0279113,2002,P,USA,0,N/A,R,Drama,0,1,M,6.4
"Scorpion King, The",tt0277296,2002,F,USA,1,Universal Pictures,PG-13,Action,0,5,M,5.5
"Vagina Monologues, The",tt0244283,2002,F,USA,1,HBO Video,TV-MA,Comedy,1,0,F,6.3
Time Changer,tt0295725,2002,F,USA,0,Time Changer Productions,PG,Drama,0,0,M,5.4
"Powerpuff Girls, The",tt0289408,2002,P,USA,0,Warner Bros. Pictures,PG,Animation,5,7,M,6.5
Barbie as Rapunzel,tt0313255,2002,F,USA,2,F.H.E.,UNRATED,Animation,0,0,M,6.3
High Crimes,tt0257756,2002,P,USA,2,N/A,PG-13,Crime,1,1,M,6.3
"Hours, The",tt0274558,2002,P,USA,1,Miramax Films,PG-13,Drama,0,2,M,7.6
Dog Soldiers,tt0280609,2002,F,UK,0,Artisan Home Entertainment,R,Action,0,1,M,6.8
Naqoyqatsi,tt0145937,2002,F,USA,0,Miramax Films,PG,Documentary,0,0,M,6.6
Ying xiong (Hero),tt0299977,2002,P,China,0,N/A,PG-13,Action,0,0,M,7.9
Moonlight Mile,tt0179098,2002,P,USA,1,Touchstone Pictures,PG-13,Drama,0,0,M,6.7
S1m0ne,tt0258153,2002,P,USA,0,New Line Cinema,PG-13,Comedy,0,1,M,6.1
I&#39;m with Lucy,tt0282593,2002,F,USA,1,Sony Pictures Home Entertainment,R,Comedy,0,1,M,6.0
"Core, The",tt0298814,2003,P,USA,0,Paramount Pictures,PG-13,Action,0,2,M,5.5
Tough Luck,tt0376263,2003,F,USA,1,Millennium Media Services,R,Thriller,0,1,M,6.4
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,tt0368667,2003,F,Japan,0,N/A,NOT RATED,Animation,0,1,M,7.9
Uptown Girls,tt0263757,2003,P,USA,3,Metro-Goldwyn-Mayer,PG-13,Comedy,3,0,M,6.1
"Best of Youth, The",tt0346336,2003,P,Italy,0,Miramax Films,R,Drama,0,0,M,8.5
Scary Godmother: Halloween Spooktakular,tt0330859,2003,P,Canada,1,N/A,NOT RATED,Animation,0,1,M,6.9
Malibu Spring Break,tt0379363,2003,P,USA,0,New Gold Dream Pictures Inc.,NOT RATED,Comedy,0,1,M,2.1
Brother Bear,tt0328880,2003,F,USA,0,Buena Vista Pictures,G,Animation,0,11,M,6.8
Lost In Translation,tt0335266,2003,P,USA,1,Focus Features,R,Drama,1,0,F,7.8
"Last Samurai, The",tt0325710,2003,F,USA,0,Warner Bros. Pictures,R,Action,0,4,M,7.7
S.W.A.T.,tt0257076,2003,P,USA,0,Columbia Pictures,PG-13,Action,0,3,M,6.0
Daredevil,tt0287978,2003,F,USA,0,20th Century Fox,PG-13,Action,0,1,M,5.3
Mystic River,tt0327056,2003,P,USA,0,WB,R,Crime,0,2,M,8.0
Soldier&#39;s Girl,tt0324013,2003,P,USA,0,Bachrach/Gottlieb Productions,R,Biography,0,0,M,7.9
"League of Extraordinary Gentlemen, The",tt0311429,2003,F,USA,0,20th Century Fox,PG-13,Action,0,3,M,5.8
Stupeur et Tremblements,tt0318725,2003,P,France,4,The Cinema Guild,UNRATED,Comedy,0,0,M,7.1
Dies irae,tt0406709,2003,F,France,0,N/A,N/A,Comedy,0,0,M,8.3
Ong-bak,tt0368909,2003,F,Thailand,0,Magnolia Pictures,R,Action,0,0,M,7.2
Nothing,tt0298482,2003,F,Canada,0,MTI Home Video,R,Comedy,0,4,M,6.3
"Five Obstructions, The",tt0354575,2003,F,Denmark,0,Magnolia Pictures,UNRATED,Documentary,1,0,M,7.5
Voices of a Distant Star,tt0370754,2003,F,Japan,0,ADV Films,UNRATED,Animation,0,0,M,7.4
Dreamcatcher,tt0285531,2003,F,USA,0,Warner Bros. Pictures,R,Drama,0,3,M,5.5
Undead,tt0339840,2003,P,Australia,0,Lions Gate Films,R,Action,0,2,M,5.5
Before Sunset,tt0381681,2004,F,USA,0,Warner Independent Pictures,R,Drama,1,4,M,8.1
Bionicle 2: Legends of Metru Nui,tt0387658,2004,F,USA,0,Creative Capers Entertainment,PG,Animation,0,2,M,6.1
Tales From The Crapper,tt0338479,2004,P,USA,0,N/A,N/A,Horror,0,3,M,4.3
Banlieue 13,tt0414852,2004,F,France,0,Magnolia Pictures,R,Action,0,0,M,7.2
A Separate Peace,tt0328400,2004,F,Canada,0,Paramount Pictures,R,Drama,1,1,M,5.4
Closer,tt0376541,2004,P,USA,1,Sony Pictures,R,Drama,0,2,M,7.3
"Princess Diaries 2: Royal Engagement, The",tt0368933,2004,P,USA,1,Walt Disney Pictures [us],G,Comedy,1,0,M,5.8
Kung Fu Hustle,tt0373074,2004,F,Hong Kong,0,Sony Pictures Classics,R,Action,0,1,M,7.8
He Was Cool (Geunomeun meoshiteotda),tt0415819,2004,P,South Korea,3,N/A,N/A,Comedy,0,0,M,6.5
Flight of the Phoenix,tt0377062,2004,F,USA,0,20th Century Fox,PG-13,Action,0,3,M,6.1
"Passion of the Christ, The",tt0335345,2004,P,USA,0,Newmarket Film Group,R,Drama,0,0,M,7.2
9 Songs,tt0411705,2004,F,UK,0,Tartan Films (UK),NOT RATED,Drama,0,0,M,4.8
Nina,tt0399412,2004,P,Brazil,2,N/A,N/A,Drama,0,0,M,6.7
Dawn of the Dead,tt0363547,2004,P,USA,0,Universal Pictures,R,Action,0,2,M,7.3
A Cinderella Story,tt0356470,2004,P,USA,2,Warner Bros. Pictures,PG,Comedy,0,0,M,5.9
House of Voices (Saint Ange),tt0367000,2004,P,France,0,Universal Pictures,R,Drama,0,0,M,5.0
Tropical Malady,tt0381668,2004,F,Thailand,0,Ad Vitam,NOT RATED,Drama,0,0,M,7.3
Connie and Carla,tt0345074,2004,P,USA,0,Universal Pictures,PG-13,Comedy,1,0,M,6.3
"Perfect Score, The",tt0314498,2004,P,USA,0,Paramount Pictures,PG-13,Comedy,0,5,M,5.7
Yu-Gi-Oh!: The Movie,tt0403703,2004,F,Japan,0,Warner Bros. Pictures,PG,Animation,0,1,M,4.7
Adam&#39;s Apples,tt0418455,2005,F,Denmark,0,Outsider Pictures,R,Comedy,0,0,M,7.8
Charlie and the Chocolate Factory,tt0367594,2005,P,USA,0,Warner Bros. Pictures,PG,Adventure,0,1,M,6.7
"Ring Two, The",tt0377109,2005,P,USA,0,Dreamworks Distribution LLC,PG-13,Horror,0,0,M,5.4
Domino,tt0421054,2005,P,France,2,Maverick Entertainment,R,Action,0,3,M,6.0
"Sun, The",tt0439817,2005,F,Russia,0,Lorber Films,NOT RATED,Drama,0,1,M,7.4
Into Great Silence,tt0478160,2005,F,France,0,Zeitgeist Films,NOT RATED,Documentary,0,1,M,7.4
Zathura: A Space Adventure,tt0406375,2005,F,USA,0,Sony Pictures,PG,Action,0,3,M,6.2
Kingdom of Heaven,tt0320661,2005,F,USA,0,20th Century Fox,R,Action,0,1,M,7.2
Angel-A,tt0473753,2005,F,France,1,Sony Pictures Classics,R,Comedy,0,0,M,7.1
Conversations with Other Women,tt0435623,2005,F,UK,1,Fabrication Films,R,Comedy,1,0,M,7.1
"Amityville Horror, The",tt0384806,2005,P,USA,0,MGM,R,Drama,1,3,M,6.0
Fun with Dick and Jane,tt0369441,2005,P,USA,0,Columbia Pictures,PG-13,Comedy,0,6,M,6.1
"Fog, The",tt0432291,2005,P,USA,0,Sony Pictures Classics,PG-13,Horror,0,2,M,3.6
Me and You and Everyone We Know,tt0415978,2005,P,USA,0,IFC Films,R,Comedy,1,0,F,7.3
Gespenster,tt0419773,2005,P,Germany,1,N/A,N/A,Drama,0,1,M,6.9
"Call of Cthulhu, The",tt0478988,2005,F,USA,0,HPLHS Motion Pictures,N/A,Fantasy,0,1,M,7.3
Funky Forest: The First Contact,tt0451829,2005,P,Japan,0,Naisu no mori Seisaku Iinkai,N/A,Comedy,0,0,M,6.9
Grey&#39;s Anatomy,tt0413573,2005,F,USA,0,,TV-14,Drama,0,0,M,7.6
Monster-in-Law,tt0369735,2005,F,Germany,2,New Line Cinema,PG-13,Comedy,1,0,M,5.5
Joyeux No&euml;l,tt0424205,2005,F,France,0,Sony Pictures Classics,PG-13,Drama,0,1,M,7.8
"Illusionist, The",tt0443543,2006,F,USA,1,Yari Film Group,PG-13,Drama,0,2,M,7.6
"Pursuit of Happyness, The",tt0454921,2006,F,USA,0,Sony Pictures,PG-13,Biography,0,1,M,8.0
"Good Shepherd, The",tt0343737,2006,F,USA,0,Universal Pictures,R,Drama,0,1,M,6.7
"Holiday, The",tt0457939,2006,P,USA,1,Sony Pictures,PG-13,Comedy,1,0,F,6.9
Step Up,tt0462590,2006,P,USA,0,Buena Vista,PG-13,Crime,1,0,F,6.5
Happy Feet,tt0366548,2006,P,USA,0,Warner Bros. Pictures,PG,Animation,0,3,M,6.5
Kamome Diner,tt0483022,2006,P,Japan,3,Media Suits,N/A,Comedy,0,0,M,7.2
Arthur and the Invisibles,tt0344854,2006,F,France,0,MGM,PG,Animation,0,1,M,6.0
Paprika,tt0851578,2006,P,Japan,0,Sony Pictures Classics,R,Animation,0,0,M,7.7
Another Gay Movie,tt0443431,2006,P,USA,0,TLA Releasing,NOT RATED,Comedy,0,2,M,5.0
&quot;Masters of Horror&quot; Imprint,tt0757061,2006,F,USA,1,,N/A,N/A,0,0,M,7.0
Tenacious D in the Pick of Destiny,tt0365830,2006,F,USA,0,New Line Cinema,R,Adventure,0,3,M,6.8
&quot;Masters of Horror&quot; The V Word,tt0817401,2006,F,Canada,0,,N/A,N/A,0,0,M,5.1
Farval Falkenberg,tt0855805,2006,F,Sweden,0,N/A,N/A,Drama,0,0,M,6.6
Avenue Montaigne,tt0444112,2006,P,France,6,ThinkFilm,PG-13,Comedy,0,1,M,6.8
Smokin&#39; Aces,tt0475394,2006,P,UK,0,Universal Pictures,R,Action,0,1,M,6.7
Psych,tt0491738,2006,P,USA,0,,TV-PG,Comedy,0,1,M,8.4
Elephants Dream,tt0807840,2006,F,Netherlands,0,N/A,N/A,Animation,0,2,M,5.7
On the Trail of Igor Rizzi,tt0832958,2006,F,Canada,1,N/A,N/A,Comedy,0,0,M,6.2
Sherrybaby,tt0423169,2006,P,USA,1,N/A,R,Drama,0,0,M,6.6
Monmon the Water Spider,tt0768132,2006,F,Japan,1,N/A,N/A,Animation,0,0,M,7.8
"Barbie Diaries, The",tt0795338,2006,P,USA,3,LionsGate Entertainment,N/A,Animation,2,0,M,5.5
&quot;Masters of Horror&quot; Sounds Like,tt0817400,2006,F,Canada,0,,TV-MA,Horror,0,1,M,6.2
Inside Man,tt0454848,2006,P,USA,0,Universal Pictures,R,Crime,0,1,M,7.6
Monster House,tt0385880,2006,P,USA,0,Sony Pictures Releasing,PG,Animation,1,0,M,6.6
Penelope,tt0472160,2006,P,UK,2,Summit Entertainment,PG,Comedy,1,0,M,6.8
Hogfather,tt0765458,2006,P,UK,0,RHI Entertainment,N/A,Adventure,0,1,M,7.6
Madea&#39;s Family Reunion,tt0455612,2006,F,USA,4,Lionsgate,PG-13,Comedy,0,2,M,5.1
Peliculas para no dormir: Para entrar a vivir,tt0477311,2006,P,Spain,0,N/A,NOT RATED,Horror,0,1,M,6.3
Peliculas para no dormir: La culpa,tt0449144,2006,P,Spain,6,N/A,N/A,Drama,0,1,M,5.0
Harry Potter and the Order of the Phoenix,tt0373889,2007,P,UK,0,Warner Bros. Pictures,PG-13,Adventure,0,1,M,7.5
Towelhead,tt0787523,2007,P,USA,3,Warner Independent,R,Drama,1,1,M,7.0
Auf der anderen Seite,tt0880502,2007,P,Germany,1,Strand,NOT RATED,Drama,0,0,M,7.8
Wool 100%,tt0884819,2007,P,Japan,0,Cinema Epoch,N/A,Animation,0,0,M,6.5
I Am Legend,tt0480249,2007,P,USA,0,Warner Bros. Pictures,PG-13,Drama,1,3,M,7.2
"Man from London, The",tt0415127,2007,P,Hungary,0,IFC Films,N/A,Crime,0,0,M,7.2
Becoming Jane,tt0416508,2007,P,UK,1,Miramax Films,PG,Biography,2,1,M,7.1
Beaufort,tt0758732,2007,F,Israel,0,Kino International,UNRATED,Action,0,1,M,6.8
Across the Universe,tt0445922,2007,P,USA,1,Sony,PG-13,Drama,1,2,F,7.4
Death at a Funeral,tt0795368,2007,P,USA,0,N/A,R,Comedy,0,1,M,7.4
3:10 to Yuma,tt0381849,2007,F,USA,0,Lionsgate Films,R,Action,0,2,M,7.7
Brooklyn Rules,tt0283503,2007,P,USA,0,City Lights Pictures,R,Crime,0,0,M,6.4
Fermat&#39;s Room,tt1016301,2007,F,Spain,0,Notro Films,N/A,Mystery,0,2,M,6.7
Hitman,tt0465494,2007,F,France,0,Peace Arch Films,R,Action,0,0,M,6.3
Lucky Blue,tt0971205,2007,F,Sweden,0,N/A,N/A,Short,0,0,M,6.7
"Kite Runner, The",tt0419887,2007,F,USA,0,Paramount Vantage,PG-13,Drama,0,1,M,7.6
How About You,tt0887745,2007,P,Ireland,2,Strand Releasing,NOT RATED,Comedy,1,1,M,6.9
Mr. Magorium&#39;s Wonder Emporium,tt0457419,2007,F,USA,1,20th Century Fox,G,Comedy,0,0,M,6.2
We Are the Strange,tt0923985,2007,F,USA,0,eOne Entertainment Distribution,NOT RATED,Animation,0,0,M,5.5
There Will Be Blood,tt0469494,2007,F,USA,0,Paramount Vantage,R,Drama,0,1,M,8.1
Transmorphers,tt0960835,2007,P,USA,0,Uncorkd Entertainment,PG-13,Action,0,0,M,1.7
Ninas Mal,tt0806940,2007,P,Mexico,0,Sony Pictures International,R,Comedy,1,2,M,5.4
Black Water,tt0816436,2007,P,Australia,0,GGrindstone Entertainment Group,R,Action,0,2,M,6.0
Enchanted,tt0461770,2007,P,USA,1,Walt Disney Pictures,PG,Animation,0,0,M,7.1
Disturbia,tt0486822,2007,P,USA,0,Dreamworks,PG-13,Crime,0,3,M,6.9
Timecrimes,tt0480669,2007,F,Spain,0,Magnolia Pictures,R,Horror,0,0,M,7.2
Sword of the Stranger,tt1121794,2007,P,Japan,0,Shochiku Company,NOT RATED,Animation,0,0,M,7.8
Welcome to the Quiet Room,tt0997174,2007,P,Japan,1,N/A,N/A,Comedy,0,0,M,7.2
Vacancy,tt0452702,2007,F,USA,0,Sony Screen Gems,R,Crime,0,1,M,6.2
Blades of Glory,tt0445934,2007,P,USA,0,Paramount Pictures,PG-13,Comedy,0,3,M,6.3
Cafe com Leite,tt1166805,2007,F,Brazil,0,N/A,NOT RATED,Short,0,1,M,6.7
Est&ocirc;mago,tt1039960,2007,F,Brazil,0,ABC Distribution,N/A,Drama,0,1,M,7.8
"Lucky Ones, The",tt0981072,2008,P,USA,0,Lionsgate,R,Comedy,0,1,M,7.0
Waltz with Bashir,tt1185616,2008,F,Israel,0,Sony Pictures Classics,R,Animation,0,1,M,8.0
35 Shots of Rum,tt1100048,2008,P,France,1,Cinéart,UNRATED,Drama,1,0,F,7.1
Fly Me to the Moon,tt0486321,2008,F,Belgium,0,Summit Entertainment,G,Animation,0,0,M,4.5
Older Than America,tt0932669,2008,P,USA,4,Older Than America,N/A,Drama,1,0,M,5.6
Fanboys,tt0489049,2008,F,USA,0,The Weinstein Co.,PG-13,Adventure,0,3,M,6.6
Okuribito (Departures),tt1069238,2008,P,Japan,0,Regent Releasing,PG-13,Drama,0,0,M,8.1
Phoebe in Wonderland,tt1034325,2008,P,USA,3,ThinkFilm,PG-13,Drama,0,1,M,7.2
Pontypool,tt1226681,2008,F,Canada,0,IFC Entertainment,NOT RATED,Fantasy,0,2,M,6.6
"Edge of Love, The",tt0819714,2008,P,UK,1,Capitol Films,R,Biography,1,0,M,6.3
Hunger,tt0986233,2008,F,Ireland,0,IFC Films,NOT RATED,Biography,0,1,M,7.6
"Chaser, The",tt1190539,2008,F,South Korea,1,IFC Films,NOT RATED,Action,0,0,M,7.9
"Dark Knight, The",tt0468569,2008,P,USA,0,Warner Bros. Pictures/Legendary,PG-13,Action,0,4,M,9.0
Easy Virtue,tt0808244,2008,P,UK,2,Sony Pictures Classics,PG-13,Comedy,0,0,M,6.7
Camino,tt1206285,2008,P,Spain,1,N/A,N/A,Drama,0,1,M,7.6
Tropic Thunder,tt0942385,2008,F,USA,0,DreamWorks/Paramount Studios,R,Action,0,4,M,7.0
Inkheart,tt0494238,2008,P,Germany,4,Warner Bros. Pictures/New Line Cinema,PG,Adventure,0,1,M,6.1
Deadgirl,tt0896534,2008,F,USA,1,Dark Sky Films,R,Horror,0,1,M,5.7
Taken,tt0936501,2008,P,France,1,20th Century Fox,PG-13,Action,0,1,M,7.8
Hancock,tt0448157,2008,F,USA,0,Columbia Pictures,PG-13,Action,0,1,M,6.4
Princess: A Modern Fairtyale,tt1052352,2008,P,Canada,0,N/A,N/A,Comedy,1,0,M,5.6
Forgetting Sarah Marshall,tt0800039,2008,P,USA,3,Universal Pictures,R,Comedy,0,1,M,7.2
Baby Mama,tt0871426,2008,P,USA,3,Universal Pictures,PG-13,Comedy,0,1,M,6.0
One Million Yen Girl,tt1077094,2008,P,Japan,4,N/A,N/A,Drama,0,0,M,7.3
Dr. Horrible&#39;s Sing-Along Blog,tt1227926,2008,F,USA,0,,TV-PG,Comedy,0,0,M,8.6
Last Chance Harvey,tt1046947,2008,P,USA,2,Overture Films,PG-13,Drama,0,1,M,6.7
Sparrow,tt0491044,2008,F,Hong Kong,0,Videorama,N/A,Drama,0,0,M,6.7
Rambo,tt0462499,2008,F,Germany,0,Lionsgate,R,Action,0,1,M,7.0
Kataude mashin garu,tt1050160,2008,P,Japan,1,Media Blasters,NOT RATED,Action,0,0,M,5.9
Outpost,tt0892899,2008,F,UK,0,Screen Gems,R,Action,0,2,M,5.9
"Gamers: Dorkness Rising, The",tt0447166,2008,P,USA,0,N/A,N/A,Action,0,0,M,7.5
"Secret Life of Bees, The",tt0416212,2008,P,USA,4,Fox Searchlight,PG-13,Drama,1,0,F,7.3
Alice,tt1461312,2009,P,UK,0,,NOT RATED,Adventure,0,0,M,7.3
Push,tt0465580,2009,P,USA,1,Summit Entertainment,PG-13,Action,0,1,M,6.1
Princess Protection Program,tt1196339,2009,P,USA,1,Walt Disney Studios Home Entertainment,TV-G,Comedy,2,1,F,5.7
Tournament,tt0471041,2009,F,UK,0,The Weinstein Co.,R,Action,0,3,M,6.1
Perrier&#39;s Bounty,tt1003034,2009,F,Ireland,0,IFC Films,R,Action,0,1,M,6.4
Lesbian Vampire Killers,tt1020885,2009,P,UK,1,Momentum Pictures,R,Action,0,1,M,5.1
Veronika Decides to Die,tt1068678,2009,P,USA,1,Entertainment One Films,R,Drama,0,1,F,6.5
"Boondock Saints II: All Saints Day, The",tt1300851,2009,F,USA,0,Apparition,R,Action,1,3,M,6.3
Madea Goes to Jail,tt1142800,2009,F,USA,1,Lionsgate,PG-13,Comedy,0,2,M,4.3
Love Takes Wing,tt1269560,2009,P,USA,2,LG Films,TV-PG,Family,1,0,M,6.9
Antichrist,tt0870984,2009,F,Denmark,0,IFC Films,NOT RATED,Drama,0,0,M,6.6
Thirst (Bakjwi),tt0762073,2009,P,South Korea,0,Focus Features,R,Drama,0,0,M,7.2
Case 39,tt0795351,2009,P,USA,3,Paramount Studios,R,Horror,0,1,M,6.2
Lebanon,tt1483831,2009,F,Israel,0,Sony Classic Pictures,R,Drama,0,1,M,6.9
"Slammin&#39; Salmon, The",tt1135525,2009,P,USA,0,Anchor Bay Films,R,Comedy,0,5,M,6.5
Carriers,tt0806203,2009,P,USA,0,Paramount Vantage,PG-13,Drama,0,1,M,6.0
